0.	0.0006620458928737649
0.5	0.000686229815353864
1.	0.0007595315827941613
1.5	0.0008842011951946566
2.	0.0010639886525553503
2.5	0.0013041439548762417
3.	0.0016114171021573312
3.5	0.00199405809439862
4.	0.0024618169316001064
4.5	0.0030259436137617898
5.	0.003699188140883671
5.5	0.004495800512965753
6.	0.005431530730008032
6.5	0.006523628792010506
7.	0.0077908446989731865
7.5	0.009253428450896054
8.	0.010933130047779127
8.5	0.012853199489622397
9.	0.015038386776425867
9.5	0.01751494190818953
10.	0.020310614884913397
