0.	-0.11837584829573211	-0.06688337798104127
0.5	-0.11887584829573213	-0.06738337798104127
1.	-0.1203758482957321	-0.06888337798104127
1.5	-0.12287584829573216	-0.07138337798104126
2.	-0.12637584829573212	-0.07488337798104128
2.5	-0.13087584829573212	-0.07938337798104125
3.	-0.13637584829573213	-0.08488337798104126
3.5	-0.1428758482957321	-0.09138337798104128
4.	-0.15037584829573214	-0.0988833779810413
4.5	-0.15887584829573215	-0.10738337798104128
5.	-0.16837584829573207	-0.11688337798104124
5.5	-0.17887584829573208	-0.12738337798104124
6.	-0.19037584829573218	-0.13888337798104125
6.5	-0.2028758482957321	-0.15138337798104132
7.	-0.21637584829573214	-0.16488337798104133
7.5	-0.23087584829573216	-0.17938337798104131
8.	-0.24637584829573222	-0.19488337798104138
8.5	-0.26287584829573224	-0.21138337798104137
9.	-0.2803758482957322	-0.22888337798104127
9.5	-0.29887584829573216	-0.2473833779810413
10.	-0.31837584829573207	-0.2668833779810412
