0.	-0.11837584829573211	-0.06688337798104127
0.5	-0.11862584829573213	-0.06713337798104127
1.	-0.1193758482957321	-0.06788337798104127
1.5	-0.1206258482957321	-0.06913337798104126
2.	-0.1223758482957321	-0.07088337798104127
2.5	-0.12462584829573213	-0.07313337798104126
3.	-0.1273758482957321	-0.07588337798104126
3.5	-0.13062584829573212	-0.07913337798104127
4.	-0.13437584829573213	-0.08288337798104127
4.5	-0.1386258482957321	-0.08713337798104126
5.	-0.14337584829573216	-0.09188337798104126
5.5	-0.1486258482957321	-0.09713337798104124
6.	-0.15437584829573214	-0.10288337798104126
6.5	-0.1606258482957321	-0.10913337798104128
7.	-0.16737584829573213	-0.1158833779810413
7.5	-0.17462584829573213	-0.12313337798104129
8.	-0.1823758482957321	-0.13088337798104133
8.5	-0.19062584829573212	-0.1391333779810413
9.	-0.19937584829573216	-0.14788337798104126
9.5	-0.20862584829573216	-0.1571333779810413
10.	-0.21837584829573212	-0.16688337798104125
