0.	-0.08905125337047497	-0.007434436549921353
0.5	-0.08930125337047494	-0.007684436549921356
1.	-0.09005125337047495	-0.008434436549921352
1.5	-0.09130125337047497	-0.009684436549921351
2.	-0.09305125337047498	-0.011434436549921344
2.5	-0.09530125337047494	-0.013684436549921356
3.	-0.09805125337047496	-0.016434436549921348
3.5	-0.10130125337047496	-0.019684436549921358
4.	-0.10505125337047501	-0.023434436549921327
4.5	-0.109301253370475	-0.027684436549921376
5.	-0.11405125337047498	-0.032434436549921376
5.5	-0.11930125337047504	-0.03768443654992135
6.	-0.12505125337047499	-0.043434436549921344
6.5	-0.131301253370475	-0.04968443654992134
7.	-0.13805125337047494	-0.05643443654992138
7.5	-0.14530125337047495	-0.0636844365499214
8.	-0.15305125337047484	-0.07143443654992125
8.5	-0.16130125337047496	-0.07968443654992137
9.	-0.17005125337047503	-0.08843443654992145
9.5	-0.179301253370475	-0.09768443654992139
10.	-0.189051253370475	-0.10743443654992145
