0.	-0.5010626477077755	-0.29893735229222457
0.5	-0.5015626477077755	-0.2994373522922245
1.	-0.5030626477077754	-0.3009373522922245
1.5	-0.5055626477077755	-0.3034373522922245
2.	-0.5090626477077754	-0.3069373522922245
2.5	-0.5135626477077755	-0.3114373522922246
3.	-0.5190626477077754	-0.31693735229222453
3.5	-0.5255626477077755	-0.32343735229222453
4.	-0.5330626477077754	-0.33093735229222454
4.5	-0.5415626477077755	-0.33943735229222455
5.	-0.5510626477077755	-0.34893735229222456
5.5	-0.5615626477077754	-0.3594373522922245
6.	-0.5730626477077755	-0.3709373522922246
6.5	-0.5855626477077756	-0.3834373522922246
7.	-0.5990626477077755	-0.39693735229222454
7.5	-0.6135626477077755	-0.41143735229222456
8.	-0.6290626477077755	-0.42693735229222457
8.5	-0.6455626477077755	-0.44343735229222453
9.	-0.6630626477077756	-0.4609373522922246
9.5	-0.6815626477077754	-0.47943735229222456
10.	-0.7010626477077755	-0.4989373522922246
