0.	-0.5010626477077755	-0.29893735229222457
0.5	-0.5013126477077755	-0.29918735229222454
1.	-0.5020626477077754	-0.2999373522922245
1.5	-0.5033126477077755	-0.30118735229222454
2.	-0.5050626477077754	-0.3029373522922245
2.5	-0.5073126477077755	-0.30518735229222455
3.	-0.5100626477077755	-0.3079373522922246
3.5	-0.5133126477077755	-0.31118735229222455
4.	-0.5170626477077754	-0.3149373522922245
4.5	-0.5213126477077755	-0.31918735229222456
5.	-0.5260626477077754	-0.32393735229222453
5.5	-0.5313126477077755	-0.32918735229222457
6.	-0.5370626477077756	-0.33493735229222454
6.5	-0.5433126477077754	-0.3411873522922245
7.	-0.5500626477077755	-0.34793735229222456
7.5	-0.5573126477077754	-0.35518735229222453
8.	-0.5650626477077755	-0.3629373522922245
8.5	-0.5733126477077755	-0.37118735229222455
9.	-0.5820626477077755	-0.37993735229222453
9.5	-0.5913126477077756	-0.38918735229222456
10.	-0.6010626477077755	-0.39893735229222455
