0.	0.007917376605389848
0.5	0.008010256218528234
1.	0.008291895057943395
1.5	0.008771293123635327
2.	0.009463450415604036
2.5	0.010389366933849516
3.	0.011576042678371768
3.5	0.013056477649170796
4.	0.014869671846246595
4.5	0.01706062526959917
5.	0.01968033791922852
5.5	0.022785809795134636
6.	0.02644004089731753
6.5	0.030712031225777196
7.	0.03567678078051363
7.5	0.041415289561526854
8.	0.04801455756881683
8.5	0.0555675848023836
9.	0.06417337126222714
9.5	0.07393691694834743
10.	0.08496922186074453
