0.	-0.5683015561326729	-0.43169844386732703
0.5	-0.5685515561326729	-0.431948443867327
1.	-0.5693015561326729	-0.432698443867327
1.5	-0.5705515561326729	-0.433948443867327
2.	-0.5723015561326729	-0.43569844386732703
2.5	-0.574551556132673	-0.437948443867327
3.	-0.5773015561326729	-0.440698443867327
3.5	-0.580551556132673	-0.443948443867327
4.	-0.584301556132673	-0.44769844386732704
4.5	-0.588551556132673	-0.451948443867327
5.	-0.5933015561326729	-0.456698443867327
5.5	-0.598551556132673	-0.46194844386732703
6.	-0.6043015561326729	-0.46769844386732695
6.5	-0.610551556132673	-0.473948443867327
7.	-0.6173015561326729	-0.480698443867327
7.5	-0.6245515561326729	-0.487948443867327
8.	-0.6323015561326729	-0.495698443867327
8.5	-0.6405515561326729	-0.503948443867327
9.	-0.6493015561326729	-0.512698443867327
9.5	-0.6585515561326729	-0.521948443867327
10.	-0.668301556132673	-0.531698443867327
