0.	-0.5683015561326729	-0.43169844386732703
0.5	-0.5688015561326729	-0.432198443867327
1.	-0.5703015561326729	-0.43369844386732703
1.5	-0.5728015561326729	-0.436198443867327
2.	-0.5763015561326729	-0.43969844386732704
2.5	-0.5808015561326729	-0.444198443867327
3.	-0.586301556132673	-0.44969844386732705
3.5	-0.5928015561326729	-0.456198443867327
4.	-0.6003015561326729	-0.46369844386732706
4.5	-0.608801556132673	-0.472198443867327
5.	-0.6183015561326729	-0.48169844386732696
5.5	-0.6288015561326729	-0.49219844386732703
6.	-0.6403015561326729	-0.503698443867327
6.5	-0.6528015561326729	-0.516198443867327
7.	-0.666301556132673	-0.529698443867327
7.5	-0.6808015561326729	-0.544198443867327
8.	-0.6963015561326729	-0.559698443867327
8.5	-0.7128015561326729	-0.576198443867327
9.	-0.7303015561326729	-0.5936984438673271
9.5	-0.7488015561326729	-0.612198443867327
10.	-0.7683015561326729	-0.631698443867327
